"","price","floors","waterfront","view","condition","sqft_basement","lat","long","sqft_lot15","city","room_avg_sqft","house_age","renovated"
"4011",225000,1,"0",0,3,110,47.4807,-122.289,6099,"Seattle",158,71,"0"
"4012",425000,1,"0",0,3,650,47.6721,-122.152,8400,"Redmond",197.037037037037,47,"0"
"4013",572000,2,"0",0,3,0,47.6369,-122.098,9348,"Redmond",283.636363636364,42,"0"
"4014",386500,2,"0",0,3,0,47.3782,-122.125,5190,"Kent",414.666666666667,13,"0"
"4015",452000,1,"0",0,3,0,47.6744,-122.369,4500,"Seattle",245,111,"0"
"4016",278000,1,"0",0,3,0,47.6147,-122.302,3600,"Seattle",211.428571428571,72,"0"
"4017",450000,1,"0",0,3,630,47.6529,-122.411,6275,"Seattle",315.789473684211,69,"0"
"4018",611000,1,"0",0,3,170,47.6771,-122.328,3900,"Seattle",275,115,"0"
"4019",214100,2,"0",0,3,0,47.3516,-122.292,2855,"Auburn",209.090909090909,11,"0"
"4020",317000,2,"0",0,3,0,47.3555,-122.054,4793,"Maple Valley",283.076923076923,3,"0"
"4021",1e+06,2,"0",1,4,1120,47.7058,-122.379,11410,"Seattle",242.352941176471,36,"0"
"4022",1e+06,2,"0",1,4,0,47.6653,-122.27,5700,"Seattle",172.571428571429,69,"0"
"4023",525000,2,"0",0,3,0,47.4899,-122.138,7200,"Renton",409.333333333333,10,"0"
"4024",436000,2,"0",0,3,0,47.7293,-122.223,8621,"Kirkland",288,32,"0"
"4025",450000,1,"0",0,3,0,47.6207,-122.042,10273,"Sammamish",267.826086956522,32,"0"
"4026",588500,1,"0",0,3,360,47.6267,-122.046,14217,"Sammamish",342.608695652174,35,"0"
"4027",340000,1,"0",0,3,0,47.4735,-122.344,8360,"Seattle",207.407407407407,62,"0"
"4028",749000,2,"0",0,3,0,47.6276,-122.122,7308,"Bellevue",520,50,"1"
"4029",330000,1,"0",0,4,0,47.4561,-122.148,8964,"Renton",261.818181818182,47,"0"
"4030",568000,3,"0",0,3,0,47.5891,-122.387,1280,"Seattle",267.692307692308,7,"0"
"4031",239000,1,"0",0,4,0,47.2026,-122,9282,"Enumclaw",255.652173913043,58,"0"
"4032",528000,2,"0",0,3,0,47.7739,-122.227,4919,"Bothell",432.307692307692,12,"0"
"4033",385000,1,"0",0,3,740,47.5427,-122.356,5102,"Seattle",168.75,21,"0"
"4034",815000,2,"0",1,3,880,47.5202,-122.393,5000,"Seattle",254.054054054054,13,"0"
"4035",690000,1,"0",3,3,730,47.5226,-122.382,6000,"Seattle",233.04347826087,60,"0"
"4036",210000,1,"0",0,3,390,47.5242,-122.362,7440,"Seattle",254,58,"0"
"4037",599000,1.5,"0",0,3,0,47.667,-122.335,4280,"Seattle",265,91,"0"
"4038",860000,1,"0",0,3,550,47.637,-122.4,6022,"Seattle",227.826086956522,64,"0"
"4039",147200,1,"0",0,4,0,47.4232,-122.292,8415,"Seattle",284,61,"0"
"4040",476900,1.5,"0",0,4,280,47.5675,-122.396,5750,"Seattle",192,105,"0"
"4041",570000,2,"0",0,3,0,47.733,-121.968,11816,"Duvall",352,16,"0"
"4042",567500,1.5,"0",0,4,0,47.6769,-122.307,3570,"Seattle",288,105,"0"
"4043",875000,1,"0",0,4,0,47.5886,-122.195,11550,"Bellevue",330.909090909091,63,"0"
"4044",490000,2,"0",0,3,580,47.5304,-122.055,9975,"Issaquah",273.333333333333,35,"0"
"4045",335000,1,"0",0,4,1020,47.5116,-122.157,9592,"Renton",245.217391304348,37,"0"
"4046",550000,1,"0",0,4,0,47.549,-122.17,10798,"Bellevue",290.434782608696,53,"0"
"4047",385000,1,"0",0,4,240,47.6348,-122.032,10879,"Sammamish",163.478260869565,34,"0"
"4048",395000,1,"0",0,3,410,47.7349,-122.197,8085,"Bothell",210.434782608696,39,"0"
"4049",650000,1,"0",0,5,0,47.5861,-122.391,5750,"Seattle",257.5,87,"0"
"4050",637000,2,"0",0,3,0,47.7368,-122.232,6212,"Kenmore",374.193548387097,8,"0"
"4051",233500,1,"0",0,4,0,47.2903,-122.214,10658,"Auburn",287.272727272727,58,"0"
"4052",4e+05,1,"0",0,3,240,47.6321,-122.034,11517,"Sammamish",165,31,"0"
"4053",547000,1.5,"0",0,5,780,47.6872,-122.35,4080,"Seattle",167.058823529412,99,"0"
"4054",1025000,1,"0",2,4,1280,47.527,-122.228,15470,"Mercer Island",240,38,"0"
"4055",365000,1,"0",0,4,0,47.5334,-122.365,6435,"Seattle",218,60,"0"
"4056",525000,1,"0",0,4,0,47.6324,-122.1,8000,"Redmond",342.608695652174,47,"0"
"4057",430000,2,"0",0,3,770,47.4208,-122.213,10500,"Kent",306.25,25,"0"
"4058",325000,1,"0",0,3,0,47.7198,-122.182,7200,"Kirkland",320,49,"0"
"4059",279000,1,"0",0,5,0,47.5161,-122.374,6300,"Seattle",167.5,73,"0"
"4060",805000,2,"0",0,5,700,47.6729,-122.293,4750,"Seattle",245.925925925926,104,"0"
"4061",419950,1.5,"0",0,3,610,47.7183,-122.285,4609,"Seattle",220,66,"0"
"4062",425000,1,"0",0,3,0,47.6877,-122.395,5000,"Seattle",155,88,"0"
"4063",446000,2,"0",0,5,0,47.7188,-122.321,6127,"Seattle",256.296296296296,66,"0"
"4064",226550,1,"0",0,3,0,47.522,-122.354,6771,"Seattle",198,72,"0"
"4065",764000,1.5,"0",0,5,0,47.6801,-122.348,3060,"Seattle",236.666666666667,111,"0"
"4066",439950,2,"0",0,4,0,47.3863,-122.158,14256,"Kent",347.2,37,"0"
"4067",453000,1,"0",0,3,0,47.6872,-122.349,4590,"Seattle",268.571428571429,63,"0"
"4068",219950,1,"0",0,3,0,47.282,-122.331,9620,"Federal Way",260,44,"0"
"4069",702500,2,"0",0,5,430,47.6923,-122.332,4500,"Seattle",350.909090909091,89,"0"
"4070",285000,1,"0",0,4,0,47.335,-122.321,12663,"Federal Way",323.636363636364,59,"0"
"4071",798750,3,"0",0,3,0,47.6607,-122.354,2142,"Seattle",411.428571428571,10,"0"
"4072",320000,1,"0",2,3,0,47.57,-122.38,6085,"Seattle",237.5,67,"0"
"4073",425000,1.5,"0",0,3,0,47.5272,-122.044,14630,"Issaquah",292.173913043478,30,"0"
"4074",540000,2,"0",0,3,0,47.7385,-122.169,5096,"Woodinville",305.333333333333,11,"0"
"4075",576000,1,"0",0,4,0,47.5866,-122.175,13891,"Bellevue",260.869565217391,64,"0"
"4076",525000,1,"0",0,3,580,47.6977,-122.132,8400,"Redmond",198.260869565217,38,"0"
"4077",324950,2,"0",0,3,0,47.4038,-122.213,8091,"Kent",352.133333333333,17,"0"
"4078",464000,1,"0",0,4,940,47.5231,-122.202,5400,"Renton",233.846153846154,14,"0"
"4079",266000,2,"0",0,4,0,47.2986,-122.37,7950,"Federal Way",275.172413793103,34,"0"
"4080",415000,1,"0",0,3,0,47.5362,-122.376,4800,"Seattle",220.869565217391,63,"1"
"4081",550000,2,"0",3,3,0,47.4522,-122.118,6731,"Renton",397.41935483871,12,"0"
"4082",235000,2,"0",0,3,0,47.1949,-121.982,7433,"Enumclaw",267.2,25,"0"
"4083",280000,1,"0",0,3,0,47.3878,-122.316,7721,"Seattle",245,28,"0"
"4084",459000,1,"0",0,3,470,47.7211,-122.169,7650,"Kirkland",219.130434782609,39,"0"
"4085",195000,1,"0",0,4,0,47.3189,-122.373,6906,"Federal Way",214,46,"0"
"4086",235000,1,"0",0,4,580,47.3117,-122.208,8466,"Auburn",196.363636363636,56,"0"
"4087",711800,1,"0",0,4,0,47.5706,-122.163,11141,"Bellevue",332.413793103448,50,"0"
"4088",440000,3,"0",0,3,0,47.6673,-122.377,1275,"Seattle",160,8,"0"
"4089",515000,1,"0",0,4,0,47.6609,-122.343,3600,"Seattle",242.5,99,"0"
"4090",1200000,1.5,"0",0,3,0,47.6552,-122.278,6600,"Seattle",332.571428571429,76,"0"
"4091",560000,1.5,"0",0,4,0,47.5432,-122.177,9600,"Bellevue",406.95652173913,50,"0"
"4092",340000,1,"0",0,3,550,47.3295,-122.257,14547,"Auburn",231.304347826087,30,"0"
"4093",6e+05,1.5,"0",0,3,140,47.6453,-122.327,1778,"Seattle",242.5,103,"0"
"4094",764000,2,"0",0,3,0,47.6223,-122.026,7779,"Sammamish",372,18,"0"
"4095",337000,1,"0",0,3,0,47.7408,-121.974,9600,"Duvall",227.142857142857,14,"0"
"4096",249000,1,"0",0,3,140,47.5317,-122.37,7680,"Seattle",176.666666666667,96,"0"
"4097",269950,1,"0",0,4,360,47.3484,-122.036,6000,"Maple Valley",184,22,"0"
"4098",1295000,2,"0",0,4,1000,47.659,-122.281,4000,"Seattle",276,75,"0"
"4099",475000,2,"0",0,4,0,47.7331,-122.183,7560,"Kirkland",291.034482758621,41,"0"
"4100",339000,1.5,"0",0,3,0,47.3043,-122.349,8459,"Federal Way",391.666666666667,26,"0"
"4101",397500,1,"0",0,3,900,47.5215,-122.348,4760,"Seattle",195.555555555556,97,"0"
"4102",460000,2,"0",0,4,0,47.6534,-122.128,9383,"Redmond",293.333333333333,30,"0"
"4103",370000,1,"0",0,5,1080,47.74,-122.343,6008,"Seattle",144.516129032258,64,"0"
"4104",250000,1.5,"0",0,3,0,47.5184,-122.366,7680,"Seattle",258.333333333333,58,"0"
"4105",430000,2,"0",0,3,0,47.6037,-122.307,1920,"Seattle",198.095238095238,7,"0"
"4106",1085000,1.5,"0",0,5,900,47.6384,-122.279,4000,"Seattle",301.818181818182,88,"0"
"4107",670000,1,"0",0,3,0,47.7241,-122.363,8160,"Seattle",321.739130434783,63,"0"
"4108",461550,1,"0",0,3,300,47.5362,-122.267,11072,"Seattle",325.454545454545,61,"0"
"4109",479990,2,"0",0,3,620,47.5525,-121.998,1870,"Issaquah",213.846153846154,1,"0"
"4110",643000,2,"0",0,3,0,47.5894,-122.017,4525,"Sammamish",335.733333333333,10,"0"
"4111",607000,2,"0",0,3,770,47.6796,-122.114,10336,"Redmond",302.222222222222,27,"0"
"4112",625000,1,"0",0,3,0,47.6223,-122.032,9298,"Sammamish",400,31,"0"
"4113",731100,1,"0",0,3,900,47.5245,-122.384,7560,"Seattle",178.461538461538,62,"1"
"4114",435000,2,"0",0,4,0,47.4381,-122.16,8508,"Renton",284,29,"0"
"4115",465000,1,"0",0,3,870,47.3558,-122.29,14143,"Auburn",202.857142857143,67,"1"
"4116",740000,1.5,"0",0,3,0,47.6947,-122.315,6380,"Seattle",246,88,"0"
"4117",740000,1,"0",0,4,0,47.5383,-122.238,15594,"Mercer Island",351.304347826087,54,"0"
"4118",250000,1,"0",0,3,440,47.3742,-122.18,7280,"Kent",165,35,"0"
"4119",656000,3,"0",0,3,450,47.6757,-122.121,1763,"Redmond",330.909090909091,6,"0"
"4120",3e+05,2,"0",0,3,0,47.3891,-122.172,6500,"Kent",254.666666666667,23,"0"
"4121",311000,2,"0",0,3,0,47.3343,-122.058,6002,"Kent",358.666666666667,8,"0"
"4122",360000,1,"0",0,4,0,47.7322,-122.207,8096,"Kirkland",231.304347826087,40,"0"
"4123",469950,3,"0",0,3,0,47.7201,-122.301,1615,"Seattle",242.758620689655,7,"0"
"4124",240000,1,"0",0,3,0,47.4425,-122.333,8825,"Seattle",273.04347826087,55,"0"
"4125",232000,1,"0",0,3,150,47.494,-122.304,12150,"Seattle",202.5,79,"0"
"4126",803000,1.5,"0",0,3,0,47.7223,-122.209,8400,"Kirkland",360,87,"0"
"4127",355000,1,"0",0,3,360,47.4427,-122.126,7140,"Renton",256,35,"0"
"4128",475000,1,"0",2,4,950,47.6526,-122.345,1545,"Seattle",120,106,"0"
"4129",823000,2,"0",0,4,0,47.5497,-122.145,12034,"Bellevue",393.846153846154,27,"0"
"4130",395000,1,"0",0,4,0,47.6897,-122.354,4080,"Seattle",224.444444444444,97,"0"
"4131",499000,2,"0",0,3,660,47.7326,-122.342,5250,"Seattle",217.142857142857,52,"1"
"4132",420000,1,"0",0,3,400,47.6132,-122.297,3164,"Seattle",168.421052631579,111,"1"
"4133",833000,1,"0",0,3,0,47.5976,-122.178,10204,"Bellevue",334.814814814815,48,"0"
"4134",479000,2,"0",0,4,0,47.742,-122.105,11319,"Woodinville",337.6,37,"0"
"4135",1150000,2,"0",0,3,0,47.6515,-122.197,9490,"Kirkland",445.333333333333,19,"0"
"4136",267000,1.5,"0",0,3,0,47.7124,-122.289,8100,"Seattle",280,71,"0"
"4137",490000,2,"0",0,4,0,47.568,-122.018,6858,"Issaquah",309.230769230769,28,"0"
"4138",619000,1.5,"0",0,5,750,47.678,-122.361,4200,"Seattle",221.428571428571,100,"0"
"4139",569950,1,"0",0,4,910,47.7719,-122.282,14880,"Seattle",182.857142857143,52,"0"
"4140",549000,2,"0",0,5,0,47.6857,-122.349,3000,"Seattle",223.333333333333,110,"0"
"4141",422500,1.5,"0",0,3,0,47.6868,-122.119,8502,"Redmond",271.304347826087,53,"1"
"4142",4e+05,1,"0",1,3,1210,47.3978,-122.322,9681,"Seattle",251.764705882353,35,"0"
"4143",310000,2,"0",0,3,0,47.3779,-122.125,5190,"Kent",324,13,"0"
"4144",499900,1,"0",2,3,800,47.4972,-122.233,10050,"Seattle",283.478260869565,38,"0"
"4145",492000,2,"0",0,3,0,47.647,-122.061,8930,"Sammamish",336,32,"0"
"4146",8e+05,2,"0",0,5,0,47.6452,-122.371,3000,"Seattle",250.769230769231,96,"0"
"4147",832600,1.5,"0",0,3,0,47.6601,-122.332,3990,"Seattle",273.333333333333,90,"0"
"4148",470000,1,"0",0,3,640,47.7505,-122.182,6077,"Bothell",215.483870967742,26,"0"
"4149",542000,1,"0",0,3,0,47.7104,-122.031,5200,"Redmond",386,12,"0"
"4150",308130,1,"0",3,2,650,47.4125,-122.33,7500,"Seattle",220,56,"0"
"4151",310000,1,"0",0,3,0,47.5471,-121.996,2671,"Issaquah",262.5,10,"0"
"4152",235000,1,"0",0,3,0,47.5027,-122.348,8015,"Seattle",375,68,"0"
"4153",215000,1,"0",0,4,0,47.4613,-122.184,7560,"Renton",230,57,"0"
"4154",210000,1,"0",0,3,550,47.2987,-122.366,9619,"Federal Way",210.769230769231,56,"0"
"4155",245000,1,"0",0,4,580,47.3177,-122.182,7540,"Auburn",198.260869565217,34,"0"
"4156",299000,2,"0",0,3,0,47.2606,-122.285,7642,"Auburn",320,14,"0"
"4157",198000,1,"0",0,4,1030,47.3385,-122.282,7350,"Auburn",155.555555555556,49,"0"
"4158",3e+05,2,"0",0,3,0,47.3131,-122.191,7600,"Auburn",325.925925925926,37,"0"
"4159",528000,1,"0",0,3,940,47.6625,-122.178,9206,"Kirkland",154.838709677419,53,"0"
"4160",507000,2,"0",2,3,820,47.3324,-122.168,7393,"Auburn",327.567567567568,13,"0"
"4161",770000,2,"0",0,3,1210,47.5362,-121.874,6285,"Snoqualmie",370.909090909091,14,"0"
"4162",255000,1,"0",0,4,0,47.4182,-122.167,7210,"Kent",233.04347826087,40,"0"
"4163",690700,2,"0",0,3,0,47.5405,-122.187,5000,"Renton",328,10,"0"
"4164",447000,1,"0",0,3,0,47.705,-122.367,8025,"Seattle",330,62,"0"
"4165",7e+05,1.5,"0",0,3,990,47.6365,-122.391,4000,"Seattle",227.692307692308,75,"0"
"4166",250000,1,"0",0,4,910,47.369,-122.17,7875,"Kent",129.032258064516,35,"0"
"4167",320000,2,"0",0,3,0,47.3655,-122.027,9545,"Maple Valley",327.692307692308,12,"0"
"4168",565000,2,"0",0,4,0,47.5276,-122.161,11243,"Renton",298.666666666667,26,"0"
"4169",754300,2,"0",0,4,120,47.6648,-122.358,4500,"Seattle",192,76,"0"
"4170",650000,1,"0",2,4,760,47.7241,-122.369,9000,"Seattle",254.545454545455,66,"0"
"4171",529888,2,"0",0,3,0,47.4866,-122.147,7391,"Renton",418.666666666667,12,"0"
"4172",432000,2,"0",0,3,0,47.7633,-122.243,10534,"Kenmore",295.384615384615,15,"0"
"4173",235000,1.5,"0",0,5,0,47.2046,-121.996,7670,"Enumclaw",210,60,"0"
"4174",489000,2,"0",0,3,1200,47.3766,-122.027,7576,"Maple Valley",361.333333333333,15,"0"
"4175",8e+05,2,"0",0,3,0,47.7068,-122.112,4929,"Redmond",388.387096774194,5,"0"
"4176",370000,1,"0",0,3,470,47.7237,-122.181,8088,"Kirkland",138.461538461538,43,"0"
"4177",436000,1,"0",0,3,840,47.7149,-122.235,9525,"Kirkland",160,36,"0"
"4178",395000,2,"0",0,3,0,47.4787,-122.129,4556,"Renton",346.153846153846,9,"0"
"4179",377691,1,"0",0,4,800,47.7621,-122.335,8398,"Seattle",170.322580645161,73,"0"
"4180",370000,2,"0",3,3,0,47.543,-122.29,6316,"Seattle",246.666666666667,12,"0"
"4181",515000,1,"0",0,5,0,47.5688,-122.019,5893,"Issaquah",221.538461538462,28,"0"
"4182",169000,1,"0",0,3,0,47.3405,-122.288,7686,"Auburn",182,46,"0"
"4183",475000,1,"0",0,3,0,47.6848,-122.392,4080,"Seattle",254,94,"0"
"4184",420000,2,"0",0,3,0,47.4044,-122.208,6180,"Kent",381.538461538462,16,"0"
"4185",822000,2,"0",0,3,570,47.5632,-122.148,10900,"Bellevue",306.666666666667,30,"0"
"4186",485000,1,"0",0,3,390,47.6176,-122.044,6584,"Sammamish",188.8,27,"0"
"4187",270000,1,"0",0,3,700,47.4406,-122.196,8505,"Renton",200,59,"0"
"4188",590000,2,"0",0,3,0,47.5441,-122.172,5089,"Bellevue",352.307692307692,14,"0"
"4189",240000,1,"0",0,4,0,47.3124,-122.183,8415,"Auburn",191.304347826087,47,"0"
"4190",395000,2,"0",0,3,0,47.3249,-122.187,6625,"Auburn",374.666666666667,12,"0"
"4191",169000,1,"0",0,3,0,47.4971,-122.261,8375,"Seattle",178,58,"0"
"4192",200500,1,"0",0,3,0,47.4129,-122.209,9698,"Kent",213.333333333333,52,"0"
"4193",308000,2,"0",0,3,0,47.275,-122.295,7955,"Federal Way",356.923076923077,25,"0"
"4194",290256,2,"0",0,3,0,47.3136,-122.344,7885,"Federal Way",275.2,32,"0"
"4195",279950,1,"0",0,4,490,47.4483,-122.158,8690,"Renton",180.869565217391,48,"0"
"4196",195000,1,"0",0,3,0,47.1958,-122.003,8314,"Enumclaw",274.782608695652,36,"0"
"4197",478000,2,"0",0,3,0,47.5689,-122.006,3999,"Issaquah",262.4,21,"0"
"4198",835000,2,"0",2,5,820,47.5705,-122.381,5792,"Seattle",272,71,"1"
"4199",639000,2,"0",0,3,0,47.695,-122.169,2743,"Kirkland",224,10,"0"
"4200",623000,2,"0",0,3,0,47.6218,-122.032,9246,"Sammamish",296.774193548387,31,"0"
"4201",220000,1,"0",0,3,640,47.5081,-122.266,7740,"Seattle",219.130434782609,56,"0"
"4202",526000,1,"0",0,4,750,47.5443,-122.18,12000,"Bellevue",200,37,"0"
"4203",243500,1,"0",0,3,0,47.542,-122.282,5184,"Seattle",225,67,"0"
"4204",750000,2,"0",0,3,90,47.5445,-122.12,6099,"Bellevue",385.333333333333,15,"0"
"4205",329000,1,"0",0,5,0,47.5009,-122.164,9110,"Renton",264.285714285714,52,"0"
"4206",525000,1.5,"0",0,3,0,47.6275,-122.321,4000,"Seattle",261.666666666667,95,"0"
"4207",190000,1,"0",0,4,0,47.5546,-122.274,4100,"Seattle",167.5,67,"0"
"4208",772650,1,"0",0,3,0,47.5894,-122.172,10800,"Bellevue",354.666666666667,60,"1"
"4209",355000,2,"0",0,4,0,47.3875,-122.153,3727,"Kent",324.615384615385,26,"0"
"4210",678500,1.5,"0",2,5,0,47.6798,-122.354,3910,"Seattle",179.259259259259,105,"0"
"4211",669950,2,"0",0,3,0,47.6327,-122.036,11333,"Sammamish",356,19,"0"
"4212",850000,1,"0",0,3,0,47.7274,-122.062,12304,"Woodinville",480,32,"0"
"4213",572000,2,"0",0,3,0,47.6171,-122.028,6000,"Sammamish",325.925925925926,13,"0"
"4214",492450,1,"0",0,2,340,47.6231,-122.044,10098,"Sammamish",208.695652173913,31,"0"
"4215",813000,1,"0",0,3,0,47.5872,-122.173,10696,"Bellevue",361.739130434783,55,"0"
"4216",710000,1,"0",0,3,0,47.5796,-122.229,10200,"Mercer Island",296.666666666667,48,"0"
"4217",792500,2,"0",0,3,630,47.6423,-122.37,4000,"Seattle",241.818181818182,104,"0"
"4218",285900,1.5,"0",0,4,0,47.3859,-122.288,7739,"Kent",225.333333333333,54,"0"
"4219",389000,1,"0",0,4,830,47.3733,-122.432,10089,"Vashon",208.333333333333,34,"0"
"4220",675000,2,"0",2,3,580,47.5543,-122.398,3794,"Seattle",238.4,49,"0"
"4221",5e+05,1,"0",0,3,1100,47.7109,-122.323,8160,"Seattle",175.714285714286,54,"0"
"4222",685000,1,"0",0,4,0,47.5895,-122.232,8800,"Mercer Island",224.615384615385,59,"0"
"4223",648475,1,"0",0,3,1050,47.6406,-122.344,3850,"Seattle",154.838709677419,64,"0"
"4224",895000,2,"0",0,5,910,47.6727,-122.297,3740,"Seattle",223.225806451613,90,"0"
"4225",195000,1,"0",0,3,350,47.2949,-122.285,9845,"Auburn",192,53,"0"
"4226",368000,2,"0",0,3,0,47.3028,-122.35,8336,"Federal Way",362.666666666667,26,"0"
"4227",335000,1,"0",0,3,650,47.7434,-122.106,9775,"Woodinville",198.518518518519,38,"0"
"4228",250000,1,"0",0,3,0,47.3333,-122.266,7750,"Auburn",195,31,"0"
"4229",278500,1,"0",0,4,0,47.2015,-122.005,9085,"Enumclaw",241.739130434783,30,"0"
"4230",260000,2,"0",0,3,0,47.3317,-122.276,7650,"Auburn",236.923076923077,42,"0"
"4231",162500,1,"0",0,2,0,47.5469,-122.277,4120,"Seattle",190,95,"0"
"4232",239000,1,"0",0,3,0,47.4989,-122.302,7830,"Seattle",213.333333333333,65,"0"
"4233",6e+05,2,"0",0,3,0,47.5773,-122.055,7875,"Sammamish",398.666666666667,11,"0"
"4234",350000,2,"0",0,3,0,47.4192,-122.201,7591,"Kent",244.137931034483,17,"0"
"4235",485000,2,"0",0,3,0,47.4471,-122.207,5442,"Renton",441.538461538462,7,"0"
"4236",299000,1,"0",0,3,0,47.7699,-122.335,8320,"Seattle",304,62,"0"
"4237",227450,1,"0",0,4,0,47.4938,-122.171,5713,"Renton",165,63,"0"
"4238",383000,1,"0",0,4,600,47.525,-122.378,5250,"Seattle",240,73,"0"
"4239",760000,1.5,"0",0,4,1130,47.621,-122.302,1209,"Seattle",256,84,"0"
"4240",532500,1,"0",0,4,0,47.6842,-122.348,3000,"Seattle",205,91,"0"
"4241",438500,1,"0",0,5,720,47.5772,-122.307,3072,"Seattle",128.333333333333,103,"0"
"4242",545500,1.5,"0",0,4,200,47.5591,-122.295,6244,"Seattle",209.230769230769,79,"0"
"4243",675000,1,"0",0,3,0,47.6503,-122.198,9549,"Kirkland",288.695652173913,59,"0"
"4244",450000,1,"0",0,4,420,47.6825,-122.391,4080,"Seattle",132.173913043478,87,"0"
"4245",199999,1,"0",0,5,0,47.3091,-122.006,10815,"Black Diamond",192,115,"0"
"4246",375000,1,"0",0,3,0,47.7104,-122.235,9931,"Kirkland",296.363636363636,27,"0"
"4247",292600,1,"0",0,4,0,47.4991,-122.176,8023,"Renton",276.363636363636,56,"0"
"4248",610000,1,"0",0,3,0,47.6629,-122.277,4959,"Seattle",200,70,"0"
"4249",397450,2,"0",0,4,0,47.3693,-122.129,8850,"Kent",353.333333333333,22,"0"
"4250",382000,1,"0",0,3,480,47.7739,-122.274,12000,"Seattle",203.2,52,"0"
"4251",370000,1,"0",0,3,500,47.7724,-122.362,8103,"Seattle",203.2,49,"0"
"4252",520000,1,"0",0,3,500,47.7724,-122.362,8103,"Seattle",203.2,49,"0"
"4253",260000,1,"0",0,4,0,47.766,-122.32,7906,"Seattle",192.5,67,"0"
"4254",890000,2,"0",0,3,0,47.7698,-122.384,7200,"Seattle",449.333333333333,1,"0"
"4255",344000,1,"0",0,3,690,47.7403,-122.318,7474,"Seattle",180,69,"1"
"4256",205000,1,"0",0,3,0,47.4038,-122.203,8498,"Kent",210,57,"0"
"4257",379000,1,"0",0,3,0,47.3032,-122.306,8550,"Federal Way",329.764705882353,52,"1"
"4258",424240,2,"0",0,4,0,47.7035,-122.164,12204,"Redmond",346.666666666667,33,"0"
"4259",589950,2,"0",0,4,0,47.7035,-122.164,12204,"Redmond",346.666666666667,33,"0"
"4260",582000,1,"0",1,3,930,47.6964,-122.4,6487,"Seattle",176.296296296296,64,"0"
"4261",349000,2,"0",0,3,0,47.3081,-122.391,9250,"Federal Way",392.307692307692,26,"0"
"4262",658000,1,"0",0,4,0,47.6835,-122.199,8000,"Kirkland",258,49,"0"
"4263",294000,1.5,"0",0,4,730,47.5655,-122.363,5000,"Seattle",121.142857142857,100,"0"
"4264",690000,2,"0",0,3,860,47.6931,-122.283,7728,"Seattle",195.789473684211,22,"0"
"4265",6e+05,1.5,"0",2,3,0,47.6754,-122.359,4400,"Seattle",208,103,"0"
"4266",199990,1,"0",0,3,0,47.3685,-122.077,5200,"Kent",168,46,"1"
"4267",220000,1,"0",0,3,0,47.4331,-122.291,8800,"Seattle",286.95652173913,56,"0"
"4268",440000,1,"0",0,3,620,47.7225,-122.2,10500,"Kirkland",201.379310344828,39,"0"
"4269",439990,2,"0",0,3,0,47.5526,-121.999,1689,"Issaquah",205.333333333333,1,"0"
"4270",535000,2,"0",0,3,0,47.5699,-122.006,4169,"Issaquah",256.551724137931,20,"0"
"4271",215000,1,"0",0,4,0,47.2823,-122.333,9764,"Federal Way",222.608695652174,40,"0"
"4272",349900,2,"0",0,3,0,47.4624,-122.132,8580,"Renton",338.461538461538,25,"0"
"4273",495000,1,"0",0,4,500,47.6942,-122.319,6380,"Seattle",214,75,"0"
"4274",515100,2,"0",0,3,0,47.7327,-122.233,7382,"Kirkland",319.076923076923,18,"0"
"4275",657500,2,"0",0,3,0,47.6377,-122.049,12682,"Sammamish",347.586206896552,35,"0"
"4276",250000,1,"0",2,3,1000,47.4887,-122.223,8250,"Renton",153.548387096774,52,"0"
"4277",385000,1,"0",2,3,1000,47.4887,-122.223,8250,"Renton",153.548387096774,52,"0"
"4278",307000,1,"0",0,3,0,47.7413,-121.979,10000,"Duvall",421.818181818182,39,"0"
"4279",288000,1,"0",0,3,280,47.3717,-122.073,9253,"Kent",167.692307692308,21,"0"
"4280",226450,1.5,"0",0,4,0,47.3774,-122.236,7200,"Kent",300.869565217391,71,"0"
"4281",390000,1,"0",0,3,530,47.7255,-122.327,7342,"Seattle",170.769230769231,48,"0"
"4282",350000,1,"0",0,4,0,47.5028,-121.77,11325,"North Bend",260,44,"0"
"4283",368000,1,"0",0,3,500,47.7312,-122.298,9000,"Seattle",192.727272727273,46,"0"
"4284",469000,1,"0",0,3,390,47.6688,-122.324,4160,"Seattle",182.5,94,"0"
"4285",410000,1,"0",0,4,0,47.7296,-122.232,7560,"Kirkland",250.434782608696,36,"0"
"4286",460000,1,"0",0,3,700,47.7226,-122.219,7674,"Kirkland",142.608695652174,46,"0"
"4287",241500,1,"0",0,3,670,47.3137,-122.343,8839,"Federal Way",244,36,"0"
"4288",279000,1.5,"0",2,3,0,47.5026,-122.234,6000,"Seattle",201.666666666667,72,"0"
"4289",420000,1,"0",0,4,250,47.6578,-122.39,5250,"Seattle",145.454545454545,65,"0"
"4290",294950,1,"0",0,3,0,47.7277,-122.308,8840,"Seattle",248,63,"0"
"4291",1315000,2,"0",0,3,900,47.6718,-122.329,4000,"Seattle",301.176470588235,11,"0"
"4292",335000,1,"0",0,3,0,47.693,-122.361,4800,"Seattle",220.869565217391,62,"0"
"4293",1155000,1.5,"0",2,4,960,47.6426,-122.409,5499,"Seattle",278.620689655172,80,"0"
"4294",520000,1.5,"0",0,3,0,47.685,-122.363,3708,"Seattle",312.5,89,"0"
